SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,November-7-2019,Single Family Residential,3716 Alderwood Dr,North Las Vegas,NV,89032,257000,3,2.0,WEDGEWOOD EST,1306,5227,1993,700,197,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3716-Alderwood-Dr-89032/home/29247373,GLVAR,2139315,N,Y,36.2245194,-115.1896339
PAST SALE,August-19-2020,Single Family Residential,4333 Newcastle,Las Vegas,NV,89103,330000,3,2.5,Laurelwood Spring Valley,1832,7405,1986,414,180,,Sold,,,http://www.redfin.com/NV/Las-Vegas/4333-Newcastle-Rd-89103/home/29569113,GLVAR,2197473,N,Y,36.1104591,-115.2386795
PAST SALE,,Single Family Residential,6029 Stern Cove Ct,North Las Vegas,NV,89031,300000,4,2.0,,1602,4792,2010,,187,,,,,http://www.redfin.com/NV/North-Las-Vegas/6029-Stern-Cove-Ct-89031/home/40233193,,,N,Y,36.2699297,-115.2012128
PAST SALE,,Single Family Residential,4205 Mountain Rose Ave,North Las Vegas,NV,89031,251500,3,2.0,,1494,6534,2003,,168,,,,,http://www.redfin.com/NV/North-Las-Vegas/4205-Mountain-Rose-Ave-89031/home/29951227,,,N,Y,36.2657772,-115.1967202
PAST SALE,June-30-2020,Single Family Residential,6256 Chert,Las Vegas,NV,89139,230000,2,2.5,Warm Springs Bronco At Pinnacle Peaks-Unit 2,1277,1742,2004,464,180,78,Sold,,,http://www.redfin.com/NV/Las-Vegas/6256-Chert-Ave-89139/home/29004632,GLVAR,2193690,N,Y,36.0558775,-115.2285259
PAST SALE,,Single Family Residential,5938 Creekside Sands Ln,North Las Vegas,NV,89031,450000,4,2.5,,2444,17424,2003,,184,,,,,http://www.redfin.com/NV/North-Las-Vegas/5938-Creekside-Sands-Ln-89031/home/29952354,,,N,Y,36.2681601,-115.1976002
PAST SALE,May-14-2021,Single Family Residential,5933 Gentle Creek Ln,North Las Vegas,NV,89032,390000,3,2.0,Creekside One,1712,6534,2003,146,228,28,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5933-Gentle-Creek-Ln-89031/home/29925655,GLVAR,2274084,N,Y,36.2679129,-115.196086
PAST SALE,September-1-2021,Single Family Residential,6241 Oread Ave,Las Vegas,NV,89139,305000,3,2.5,Warm Spgs Bronco At Pinnacle Peaks,1211,1742,2005,36,252,78,Sold,,,http://www.redfin.com/NV/Las-Vegas/6241-Oread-Ave-89139/home/29035199,GLVAR,2315860,N,Y,36.0535905,-115.2281207
PAST SALE,January-30-2020,Single Family Residential,3528 Silver Lantern Dr,North Las Vegas,NV,89032,223000,3,2.0,WEDGEWOOD EST,1406,5663,1994,616,159,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3528-Silver-Lantern-Dr-89032/home/29247380,GLVAR,2151263,N,Y,36.2239541,-115.1890549
PAST SALE,July-29-2021,Single Family Residential,5949 Gentle Creek Ln,North Las Vegas,NV,89031,390000,4,2.0,Creekside One,1814,10019,2003,70,215,29,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5949-Gentle-Creek-Ln-89031/home/29925734,GLVAR,2302874,N,Y,36.2684682,-115.1965813
PAST SALE,December-21-2020,Single Family Residential,6031 Blue Autumn St,North Las Vegas,NV,89031,317000,3,2.5,Highland Hills,1946,4356,2003,290,163,55,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/6031-Blue-Autumn-St-89031/home/29925795,GLVAR,2247649,N,Y,36.2699474,-115.196535
PAST SALE,September-14-2020,Single Family Residential,6213 Pangea Ave,Las Vegas,NV,89139,240000,3,2.5,Warm Spgs Bronco At Pinnacle Peaks,1230,1742,2005,388,195,78,Sold,,,http://www.redfin.com/NV/Las-Vegas/6213-Pangea-Ave-89139/home/29012312,GLVAR,2208494,N,Y,36.0543016,-115.2276113
PAST SALE,May-7-2021,Single Family Residential,6019 Blue Autumn St,North Las Vegas,NV,89031,365000,4,2.5,Highland Hills,1946,5227,2003,153,188,55,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/6019-Blue-Autumn-St-89031/home/29925798,GLVAR,2284185,N,Y,36.2695504,-115.196535
PAST SALE,November-1-2019,Single Family Residential,6050 Blue Autumn St,North Las Vegas,NV,89031,295000,4,2.5,HIGHLAND HILLS UNIT 9,2194,6098,2003,706,134,60,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/6050-Blue-Autumn-St-89031/home/29925815,GLVAR,2117624,N,Y,36.270557,-115.1961181
PAST SALE,September-18-2020,Single Family Residential,6263 Oread Ave,Las Vegas,NV,89139,245000,3,2.5,Warm Spgs Bronco At Pinnacle Peaks,1211,1742,2005,384,202,78,Sold,,,http://www.redfin.com/NV/Las-Vegas/6263-Oread-Ave-89139/home/29035260,GLVAR,2219047,N,Y,36.0535541,-115.2288154
PAST SALE,December-23-2019,Single Family Residential,3728 Colton Ave Lot 41,North Las Vegas,NV,89032,291800,3,2.0,COLTON & ALLEN,1750,6098,2019,654,167,50,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3728-W-Colton-Ave-89032/unit-41/home/169516114,GLVAR,2146290,N,Y,36.2213461,-115.1897448
PAST SALE,July-1-2021,Single Family Residential,6534 Minton Ct,Las Vegas,NV,89103,380000,3,2.0,Laurelwood Spring Valley,1771,7841,1977,98,215,,Sold,,,http://www.redfin.com/NV/Las-Vegas/6534-Minton-Ct-89103/home/29569305,GLVAR,2281781,N,Y,36.1117552,-115.2347582
PAST SALE,June-15-2020,Single Family Residential,6289 Cedarwood,Las Vegas,NV,89103,250000,2,2.0,Casa Linda,1260,6970,1977,479,198,,Sold,,,http://www.redfin.com/NV/Las-Vegas/6289-Cedarwood-Ave-89103/home/29545688,GLVAR,2195232,N,Y,36.1209006,-115.2291859
